176226304 16
444628992 2
176193664 1
34535931904 16
176193537 16
4398222704640 16
176177408 0
444596480 3
176161280 16
34535899392 16
176161025 1
4398222672128 16
176177154 2
444596226 2
176160898 -1
34535899138 1
176160772 2
4398222671874 3
243318784 -3
511721472 1
243286144 2
34603024384 1
243286017 1
4398289797120 0
176242688 3
109199360 1
377569280 3
109133952 3
34468872192 3
109133825 4
4398155644928 4
645971968 -3
1182810112 0
645939328 2
35005677568 -2
645939201 3
4398692450304 1
109101312 -3
377504000 3
109068800 -2
34468806912 0
109068545 1
4398155579648 0
68828577792 1
68828545152 3
137548021760 3
68828545025 3
4466875056128 1
109101058 -2
377503746 2
109068418 2
34468806658 0
109068292 1
4398155579394 2
8796202123264 1
8796202090624 3
8830561828864 -2
8796202090497 3
17592295112704 3
243270016 -3
34603008128 -3
243269761 2
4398289780864 0
109117568 1
109085056 -2
34468823168 0
109084801 1
4398155595904 1
1182793856 16
645923200 16
645922945 16
4398692434048 1
176161408 2
109068928 3
377488000 3
109053056 1
34468790912 2
109052545 3
4398155563648 3
68828529024 16
137548005504 16
68828528769 16
4466875039872 1
109052290 0
34468790402 0
109052036 0
4398155563138 0
8796202074496 -3
8796202074241 1
17592295096448 1
243269635 3
4398289780737 -3
109117441 16
109084675 16
4398155595777 16
1182793729 16
645922819 16
109052417 -3
109052163 1
4398155563265 3
137548005377 16
68828528643 16
176160773 3
109068293 1
377487365 2
109052037 2
34468790277 0
109051913 2
4398155563013 0
8796202074115 3
17592295096321 1
209780736 16
478183424 -3
209748096 -3
34569486336 16
209747969 16
4398256259072 16
142704640 16
75661312 16
344031232 4
75595904 2
34435334144 16
75595777 16
4398122106880 16
69063442432 -2
75530370 -2
8796235661312 16
8796168585216 16
8796436987904 -2
8796168552576 -3
8830528290816 16
8796168552449 16
17592261574656 16
109182976 16
75694080 16
42270720 16
310575104 2
42139776 2
34401878016 16
42139649 16
4398088650752 16
69029920768 -2
42008706 -2
8796135096320 16
8796403466240 -2
8796135030912 -2
8830494769152 16
8796135030785 16
17592228052992 16
310542336 -3
847347712 4
310476928 2
34670215168 4
310476801 4
4398356987904 4
1417707520 3
1384185856 2
2457894912 -2
1384153216 2
35743891456 2
1384153089 2
4399430664192 3
310411521 -2
69566758912 -3
69029888128 -2
137749364736 -2
69029888001 1
4467076399104 -2
310411394 -2
8796940304384 -4
8796403433600 -3
8830763171840 0
8796403433473 -1
17592496455680 1
42107008 -2
42041728 13
34401779840 2
42041473 2
4398088552576 2
34938585216 -3
75530880 2
